os --> olhos -|- 97
this --> or -|- 0
this --> file -|- 0
this --> Project -|- 0
things --> you -|- 0
things --> that -|- 0
they --> need -|- 0
they --> may -|- 0
these --> works -|- 0
these --> requirements -|- 0
these --> efforts -|- 0
therapeutica --> habitual -|- 0
therapeutica --> Physiologia -|- 0
theoria --> que -|- 0
theoria --> do -|- 0
theoria --> XI -|- 0
theoria --> Que -|- 0
theologia.» --> Mas -|- 0
theologia --> vinham -|- 0
theologia --> que -|- 0
theologia --> gostou -|- 0
theologia --> desejo -|- 0
theologia --> O -|- 0
theologia --> Neste -|- 0
theologia --> Desta -|- 0
theatros --> chegou -|- 0
theatro --> um -|- 0
theatro --> pela -|- 0
theatro --> iamos -|- 0
theatro --> fez-se -|- 0
theatro --> especial -|- 0
theatro --> era -|- 0
theatro --> e -|- 0
theatro --> donde -|- 0
theatro --> de -|- 0
theatro --> amanhã -|- 0
theatro --> a -|- 0
theatro --> Representava-se -|- 0
theatro --> Contava-me -|- 0
theatro --> CXLVII -|- 0
the --> user -|- 0
the --> status -|- 0
the --> solicitation -|- 0
the --> sentence -|- 0
the --> second -|- 0
the --> same -|- 0
the --> rules -|- 0
the --> requirements -|- 0
the --> remaining -|- 0
the --> public -|- 0
the --> production -|- 0
the --> problem -|- 0
the --> previous -|- 0
the --> place -|- 0
the --> originator -|- 0
the --> number -|- 0
the --> money -|- 0
the --> method -|- 0
the --> maximum -|- 0
the --> main -|- 0
the --> mailing -|- 0
the --> limited -|- 0
the --> law -|- 0
the --> individual -|- 0
the --> gross -|- 0
the --> following -|- 0
the --> fee -|- 0
the --> exclusion -|- 0
the --> electronic -|- 0
the --> efforts -|- 0
the --> eBooks -|- 0
the --> defective -|- 0
the --> beginning -|- 0
the --> assistance -|- 0
the --> applicable -|- 0
the --> agreement -|- 0
the --> address -|- 0
the --> U.S -|- 0
the --> Right -|- 0
the --> PROJECT -|- 0
the --> Mission -|- 0
the --> Internal -|- 0
the --> IRS -|- 0
the --> General -|- 0
the --> Full -|- 0
the --> Foundation's -|- 0
that --> the -|- 0
that --> s/he -|- 0
that --> provided -|- 0
that --> no -|- 0
that --> it -|- 0
that --> damage -|- 0
that --> could -|- 0
that --> can -|- 0
that --> arise -|- 0
that -->  -|- 0
than --> are -|- 0
than --> Plain -|- 0
tezo --> rendeu -|- 0
texts --> not -|- 0
textos --> que -|- 0
textos --> grego -|- 0
textos --> O -|- 0
texto --> tão -|- 0
texto --> mas -|- 0
texto --> do -|- 0
texto --> desta -|- 0
texto --> dando-lhe -|- 0
texto --> consultei -|- 0
texto --> como -|- 0
texto --> Fiz-me -|- 0
teve --> umas -|- 0
teve --> um -|- 0
teve --> tempo -|- 0
teve --> resposta -|- 0
teve --> que -|- 0
teve --> outro -|- 0
teve --> o -|- 0
teve --> medo -|- 0
teve --> maior -|- 0
teve --> graça -|- 0
teve --> a -|- 0
teve --> Um -|- 0
teus --> caminhos.» -|- 0
teus --> caminhos -|- 0
teus --> brinquedos?» -|- 0
teus --> amigos -|- 0
teu --> pae -|- 0
teu --> padrinho -|- 0
testemunhas --> de -|- 0
testemunhas --> da -|- 0
testemunhas --> alugadas -|- 0
testemunha --> Eu -|- 0
testamento --> uma -|- 0
testamento --> que -|- 0
testamenteiro --> o -|- 0
testa --> é -|- 0
testa --> principalmente -|- 0
testa --> para -|- 0
testa --> interrogativamente -|- 0
testa --> e -|- 0
testa --> até -|- 0
testa --> Entretanto -|- 0
testa --> Em -|- 0
terço --> um -|- 0
terça-feira --> foi -|- 0
terça --> ou -|- 0
terão --> padecido -|- 0
terão --> marcado -|- 0
terão --> isso -|- 0
terão --> gozado -|- 0
terás --> ido -|- 0
terá --> muito -|- 0
terá --> 22 -|- 0
terror --> ou -|- 0
terror --> de -|- 0
terror --> daquelle -|- 0
terrivel --> Faltar -|- 0
terriveis --> minutos -|- 0
terriveis --> Antes -|- 0
terrestre --> que -|- 0
terrena --> de -|- 0
terraço --> e -|- 0
terraço --> Seguimos -|- 0
terraço --> Andando -|- 0
terras --> humanas -|- 0
terras --> estranjeiras -|- 0
terras --> A -|- 0
terra --> seria -|- 0
terra --> seja -|- 0
terra --> posto -|- 0
terra --> por -|- 0
terra --> no -|- 0
terra --> mas -|- 0
terra --> lhes -|- 0
terra --> da -|- 0
terra --> conto -|- 0
terra --> assim -|- 0
terra --> acabam -|- 0
terra --> Meu -|- 0
terra --> Aquelle -|- 0
ternura --> que -|- 0
ternura --> para -|- 0
ternura --> materna -|- 0
ternura --> das -|- 0
ternura --> da -|- 0
ternura --> com -|- 0
ternura --> Seja -|- 0
ternura --> Quem -|- 0
ternura --> Dalli -|- 0
ternissimo --> depois -|- 0
ternissima --> e -|- 0
ternas --> de -|- 0
terna --> vivia -|- 0
terna --> para -|- 0
terms --> will -|- 0
terms --> than -|- 0
terms --> imposed -|- 0
terms --> from -|- 0
termos --> propostos -|- 0
termos --> honestos -|- 0
termos --> em -|- 0
termos --> diversos -|- 0
termos --> claros -|- 0
termo --> «E -|- 0
termo --> plantei-lhe -|- 0
termo --> experimentar-me -|- 0
termo --> aos -|- 0
termo --> Mezes -|- 0
termo --> LI -|- 0
teriam --> supprido -|- 0
teriam --> evitado -|- 0
teriam --> animo -|- 0
teria --> voltado -|- 0
teria --> sempre -|- 0
teria --> resolvido -|- 0
teria --> passado -|- 0
teria --> os -|- 0
teria --> mais -|- 0
teria --> falado -|- 0
teria --> desconfiado -|- 0
teria --> amado -|- 0
teria --> Já -|- 0
terem --> um -|- 0
terem --> toda -|- 0
tercetto --> do -|- 0
terceiro --> occorrera -|- 0
terceiro --> nem -|- 0
terceiro --> na -|- 0
terceiro --> exemplo -|- 0
terceiro --> beijo -|- 0
terceiro --> Por -|- 0
terceiro --> Como -|- 0
terceiro --> CXIV -|- 0
terceira --> ou -|- 0
terceira --> geração -|- 0
terceira --> Ainda -|- 0
ter --> voz -|- 0
ter --> voltado -|- 0
ter --> uma -|- 0
ter --> todos -|- 0
ter --> toda -|- 0
ter --> tirado -|- 0
ter --> tido -|- 0
ter --> tambem -|- 0
ter --> seguido -|- 0
ter --> ouvido -|- 0
ter --> outra -|- 0
ter --> o -|- 0
ter --> musculos -|- 0
ter --> menos -|- 0
ter --> melhores -|- 0
ter --> ido -|- 0
ter --> gosto -|- 0
ter --> estes -|- 0
ter --> este -|- 0
ter --> comnosco -|- 0
ter --> certo -|- 0
ter --> ao -|- 0
ter --> adoecido -|- 0
ter --> acabado -|- 0
ter --> abrigado -|- 0
ter --> As -|- 0
teor --> Minha -|- 0
tenues --> que -|- 0
tentos --> Já -|- 0
tentei --> vencel-o -|- 0
tentei --> mover -|- 0
tentei --> espaçar -|- 0
tentação --> e -|- 0
tentação --> de -|- 0
tentavam --> sair -|- 0
tentasse --> dormir -|- 0
tentar --> ver -|- 0
tentar --> minha -|- 0
tentamens --> commerciaes -|- 0
tental-o --> mas -|- 0
tenores --> desempregados -|- 0
tenor --> não -|- 0
tenor --> em -|- 0
tenor --> durará -|- 0
tenho --> vocação -|- 0
tenho --> visto -|- 0
tenho --> vastas -|- 0
tenho --> propriamente -|- 0
tenho --> por -|- 0
tenho --> podido -|- 0
tenho --> notado -|- 0
tenho --> nada -|- 0
tenho --> medo -|- 0
tenho --> mas -|- 0
tenho --> horror -|- 0
tenho --> graça -|- 0
tenho --> geito -|- 0
tenho --> estado -|- 0
tenho --> dos -|- 0
tenho --> do -|- 0
tenho --> defesa -|- 0
tenho --> aqui -|- 0
tenho --> aos -|- 0
tenhas --> por -|- 0
tenhas --> ciumes -|- 0
tenham --> razão -|- 0
tenha --> sido -|- 0
tenha --> saido -|- 0
tenha --> medo -|- 0
tenha --> mais -|- 0
tenha --> lido -|- 0
tenha --> de -|- 0
tenha --> conhecido -|- 0
tenha --> arranhado -|- 0
tenha --> alguma -|- 0
tenente --> e -|- 0
tendo --> presente -|- 0
tendo --> o -|- 0
tendo --> esquecido -|- 0
tendo --> elle -|- 0
tendo --> ella -|- 0
tendo --> de -|- 0
tendo --> consultado -|- 0
tendo --> confiado -|- 0
tendo --> aliás -|- 0
tendo --> alcançado -|- 0
tendo --> a -|- 0
tendes --> a -|- 0
tendencia --> para -|- 0
tempos --> quando -|- 0
tempos --> mudaram -|- 0
tempos --> idos -|- 0
tempos --> Ora -|- 0
tempos --> E -|- 0
temporaria --> não -|- 0
temporaes --> eram -|- 0
tempo --> á -|- 0
tempo --> vá -|- 0
tempo --> você -|- 0
tempo --> vinha -|- 0
tempo --> veiu -|- 0
tempo --> unidas -|- 0
tempo --> uma -|- 0
tempo --> trocou -|- 0
tempo --> tomei-me -|- 0
tempo --> temendo -|- 0
tempo --> suspirou -|- 0
tempo --> será -|- 0
tempo --> sentia -|- 0
tempo --> senti -|- 0
tempo --> sem -|- 0
tempo --> se -|- 0
tempo --> querendo -|- 0
tempo --> quando -|- 0
tempo --> passado -|- 0
tempo --> para -|- 0
tempo --> ouvi -|- 0
tempo --> ou -|- 0
tempo --> os -|- 0
tempo --> o -|- 0
tempo --> no -|- 0
tempo --> nem -|- 0
tempo --> nas -|- 0
tempo --> namorar -|- 0
tempo --> modificou -|- 0
tempo --> metter -|- 0
tempo --> mas -|- 0
tempo --> lhes -|- 0
tempo --> levou -|- 0
tempo --> jurava -|- 0
tempo --> juntas -|- 0
tempo --> interrompeu -|- 0
tempo --> infinito -|- 0
tempo --> gostavas -|- 0
tempo --> gosar -|- 0
tempo --> fosse -|- 0
tempo --> estou -|- 0
tempo --> estava -|- 0
tempo --> esquecia -|- 0
tempo --> eram -|- 0
tempo --> encoberto -|- 0
tempo --> disse -|- 0
tempo --> dez -|- 0
tempo --> desciam-lhe -|- 0
tempo --> creio -|- 0
tempo --> correria -|- 0
tempo --> com -|- 0
tempo --> até -|- 0
tempo --> assim -|- 0
tempo --> apagou -|- 0
tempo --> ao -|- 0
tempo --> adquiriu -|- 0
tempo --> adeante -|- 0
tempo --> Você -|- 0
tempo --> Vivia -|- 0
tempo --> Viva -|- 0
tempo --> Tenha -|- 0
tempo --> Tem -|- 0
tempo --> Tal -|- 0
tempo --> Sim -|- 0
tempo --> Sancha -|- 0
tempo --> Quizera -|- 0
tempo --> Pelo -|- 0
tempo --> Olhe -|- 0
tempo --> Mas -|- 0
tempo --> IX -|- 0
tempo --> Hoje -|- 0
tempo --> Está -|- 0
tempo --> Esta -|- 0
tempo --> Eram -|- 0
tempo --> Creio -|- 0
tempo --> CXLV -|- 0
tempo --> A -|- 0
temperatura --> porque -|- 0
temperar --> o -|- 0
temperando --> o -|- 0
temperamento --> Fui -|- 0
temperada --> pela -|- 0
temos --> vale -|- 0
temos --> medicos -|- 0
temos --> aqui -|- 0
temores --> começando -|- 0
temor --> de -|- 0
temor --> a -|- 0
temia --> o -|- 0
temia --> a -|- 0
temi --> que -|- 0
temes --> a -|- 0
temendo --> que -|- 0
temendo --> ler -|- 0
tem-se --> portado -|- 0
tem-se --> ganho -|- 0
tem --> uma -|- 0
tem --> tem -|- 0
tem --> saido -|- 0
tem --> repetiu -|- 0
tem --> quinze -|- 0
tem --> que -|- 0
tem --> quatorze -|- 0
tem --> palavras -|- 0
tem --> outras -|- 0
tem --> outra -|- 0
tem --> obrigação -|- 0
tem --> nos -|- 0
tem --> muita -|- 0
tem --> menos -|- 0
tem --> mamãe -|- 0
tem --> maior -|- 0
tem --> interrompeu -|- 0
tem --> grande -|- 0
tem --> este -|- 0
tem --> entrado -|- 0
tem --> dito -|- 0
tem --> direito -|- 0
tem --> dessas -|- 0
tem --> ciumes -|- 0
tem --> bocca -|- 0
tem --> andando -|- 0
tem --> ambição.» -|- 0
tem --> altos -|- 0
tem --> algum -|- 0
tem --> acudiu -|- 0
tem --> Vintem -|- 0
tem --> Eu -|- 0
telhado --> contiguos -|- 0
telegraphico --> Dentro -|- 0
tela --> que -|- 0
tel-os --> entre -|- 0
tel-a --> prima -|- 0
tel-a --> marcado -|- 0
tel-a --> agora -|- 0
teimou --> um -|- 0
teimou --> duas -|- 0
teimou --> com -|- 0
teimosos --> perguntou-me -|- 0
teimosos --> Outros -|- 0
teimosos --> A -|- 0
teime --> com -|- 0
teimasse --> nelle -|- 0
teimasse --> mas -|- 0
teimasse --> em -|- 0
teimasse --> Não -|- 0
teimarem --> muito -|- 0
teimarem --> commigo -|- 0
tedios --> concordou -|- 0
tectos --> concluiu -|- 0
tecto --> mas -|- 0
tecto --> lembrou-me -|- 0
tecto --> e -|- 0
tecto --> as -|- 0
teclou --> as -|- 0
teclava --> Ezequiel -|- 0
tecer --> duas -|- 0
tecem-se --> pelo -|- 0
te --> sintas -|- 0
te --> parecias -|- 0
te --> ordenares -|- 0
te --> offereceu -|- 0
te --> enfadem -|- 0
te --> disse -|- 0
te --> chamava -|- 0
taxes --> The -|- 0
taxa --> do -|- 0
tax --> treatment -|- 0
tax --> returns -|- 0
tax --> identification -|- 0
tax --> deductible -|- 0
tartaruga --> alguma -|- 0
tardio --> devia -|- 0
tardia --> nem -|- 0
tardia --> CXLV -|- 0
tardia --> Assim -|- 0
tardes --> tão -|- 0
tardes --> morava -|- 0
tardes --> e -|- 0
tardes --> Lembro-me -|- 0
tardes --> Agora -|- 0
tarde --> é -|- 0
tarde --> vim -|- 0
tarde --> vamos -|- 0
tarde --> tinha -|- 0
tarde --> se -|- 0
tarde --> retorquiu -|- 0
tarde --> presumi -|- 0
tarde --> posso -|- 0
tarde --> possivel -|- 0
tarde --> o -|- 0
tarde --> não -|- 0
tarde --> nenhum -|- 0
tarde --> nem -|- 0
tarde --> na -|- 0
tarde --> menos -|- 0
tarde --> falou -|- 0
tarde --> estariam -|- 0
tarde --> entrou -|- 0
tarde --> do -|- 0
tarde --> disse -|- 0
tarde --> desciamos -|- 0
tarde --> com -|- 0
tarde --> columnas -|- 0
tarde --> clara -|- 0
tarde --> ainda -|- 0
tarde --> achei-lhe -|- 0
tarde --> Venho -|- 0
tarde --> Será -|- 0
tarde --> Posto -|- 0
tarde --> Não -|- 0
tarde --> LXXXV -|- 0
tarde --> Já -|- 0
tarde --> José -|- 0
tarde --> Era -|- 0
tarde --> Capitú -|- 0
tarde --> Ainda -|- 0
tarde --> Affirmou -|- 0
tardava --> que -|- 0
tardasse --> a -|- 0
taramela --> abria-se -|- 0
taquara --> narizes -|- 0
taquara --> mas -|- 0
taquara --> escreveu -|- 0
taquara --> Não -|- 0
tapar-lhe --> a -|- 0
tao --> ternos -|- 0
tao --> feliz -|- 0
tantos --> eram -|- 0
tantos --> deste -|- 0
tanto --> ás -|- 0
tanto --> É -|- 0
tanto --> vozes -|- 0
tanto --> valia -|- 0
tanto --> sumida -|- 0
tanto --> se -|- 0
tanto --> remoto -|- 0
tanto --> póde -|- 0
tanto --> prazer -|- 0
tanto --> porém -|- 0
tanto --> peor -|- 0
tanto --> ou -|- 0
tanto --> o -|- 0
tanto --> nem -|- 0
tanto --> moscovita -|- 0
tanto --> mettidiço -|- 0
tanto --> melhor -|- 0
tanto --> impaciente -|- 0
tanto --> havia -|- 0
tanto --> gosto -|- 0
tanto --> fria -|- 0
tanto --> falou -|- 0
tanto --> das -|- 0
tanto --> confusa -|- 0
tanto --> commovida -|- 0
tanto --> com -|- 0
tanto --> bastou -|- 0
tanto --> atado -|- 0
tanto --> approvo -|- 0
tanto --> amor -|- 0
tanto --> acho -|- 0
tanto --> aborrecido -|- 0
tanto --> a -|- 0
tanto --> Quando -|- 0
tanto --> II -|- 0
tanto --> Ao -|- 0
tanto --> A -|- 0
tantas --> que -|- 0
tantas --> outras -|- 0
tantas --> como -|- 0
tantas --> canceiras -|- 0
tanta --> lucidez -|- 0
tanta --> cousa -|- 0
tanta --> como -|- 0
tanta --> alma -|- 0
tampa --> da -|- 0
tamborilava --> na -|- 0
tambores --> Olha -|- 0
tambem --> á -|- 0
tambem --> ver -|- 0
tambem --> tão -|- 0
tambem --> traziam -|- 0
tambem --> tivera -|- 0
tambem --> sentia -|- 0
tambem --> sensações -|- 0
tambem --> sabe -|- 0
tambem --> ria -|- 0
tambem --> quiz -|- 0
tambem --> póde -|- 0
tambem --> preencher -|- 0
tambem --> possiveis -|- 0
tambem --> pedir -|- 0
tambem --> padeceu -|- 0
tambem --> outra -|- 0
tambem --> ou -|- 0
tambem --> na -|- 0
tambem --> minha -|- 0
tambem --> meu -|- 0
tambem --> me -|- 0
tambem --> mamãe -|- 0
tambem --> mais -|- 0
tambem --> já -|- 0
tambem --> juro -|- 0
tambem --> interrogava -|- 0
tambem --> ha -|- 0
tambem --> gostava -|- 0
tambem --> falavam -|- 0
tambem --> falar -|- 0
tambem --> exacto -|- 0
tambem --> estava -|- 0
tambem --> esta -|- 0
tambem --> espantado -|- 0
tambem --> enfiei -|- 0
tambem --> elogios -|- 0
tambem --> ella -|- 0
tambem --> do -|- 0
tambem --> das -|- 0
tambem --> curou -|- 0
tambem --> como -|- 0
tambem --> comnosco -|- 0
tambem --> certo -|- 0
tambem --> cantava -|- 0
tambem --> calcular -|- 0
tambem --> as -|- 0
tambem --> aqui -|- 0
tambem --> apenas -|- 0
tambem --> aos -|- 0
tambem --> analogo -|- 0
tambem --> agradecer -|- 0
tambem --> agitava-se -|- 0
tambem --> acompanhar -|- 0
tambem --> acabava -|- 0
tambem --> Tudo -|- 0
tambem --> Tambem -|- 0
tambem --> Quiz -|- 0
tambem --> Que -|- 0
tambem --> Quando -|- 0
tambem --> Qualquer -|- 0
tambem --> Protonotario -|- 0
tambem --> Papae -|- 0
tambem --> O -|- 0
tambem --> Não -|- 0
tambem --> Nenhum -|- 0
tambem --> Momento -|- 0
tambem --> Ha -|- 0
tambem --> Eis -|- 0
tambem --> E -|- 0
tambem --> Dos -|- 0
tambem --> Capitú -|- 0
tamanhão --> destes -|- 0
tamanho --> perguntou -|- 0
tamanho --> mas -|- 0
tamanho --> esquecimento -|- 0
tamanho --> do -|- 0
tamanho --> A -|- 0
tamanha --> explosão -|- 0
tamanha --> alegria -|- 0
talvez --> uma -|- 0
talvez --> saia -|- 0
talvez --> que -|- 0
talvez --> por -|- 0
talvez --> neste -|- 0
talvez --> nesse -|- 0
talvez --> nem -|- 0
talvez --> italiano -|- 0
talvez --> isso -|- 0
talvez --> interesse -|- 0
talvez --> fosse -|- 0
talvez --> contar -|- 0
talvez --> achar -|- 0
talvez --> acabassem -|- 0
talhado --> para -|- 0
talento --> que -|- 0
talento --> de -|- 0
talento --> São -|- 0
tal --> virtude -|- 0
tal --> vergonha -|- 0
tal --> titulo -|- 0
tal --> séstro -|- 0
tal --> suspeita -|- 0
tal --> seria -|- 0
tal --> resolução -|- 0
tal --> razão -|- 0
tal --> poder -|- 0
tal --> peccado -|- 0
tal --> o -|- 0
tal --> medo -|- 0
tal --> maneira -|- 0
tal --> linguagem -|- 0
tal --> insistencia -|- 0
tal --> injuria -|- 0
tal --> gosto -|- 0
tal --> genero -|- 0
tal --> frequencia -|- 0
tal --> fim -|- 0
tal --> expressão -|- 0
tal --> evidencia -|- 0
tal --> effeito -|- 0
tal --> desejo -|- 0
tal --> desastre -|- 0
tal --> convicção -|- 0
tal --> como -|- 0
tal --> caso -|- 0
tal --> atropello -|- 0
tal --> assumpto -|- 0
tal --> arte -|- 0
tal --> antigo -|- 0
tal --> amigo -|- 0
tal --> aborrecimento -|- 0
takes --> a -|- 0
taes --> semelhanças -|- 0
taes --> promessas -|- 0
taes --> porque -|- 0
taes --> personagens -|- 0
taes --> palavras -|- 0
taes --> momentos -|- 0
taes --> fiquemos -|- 0
taes --> eram -|- 0
taes --> e -|- 0
taes --> convivas -|- 0
taes --> contrastes -|- 0
taes --> conjuges -|- 0
taes --> ciumes -|- 0
taes --> calculos -|- 0
taes --> blasphemias -|- 0
tacto --> aquelles -|- 0
tacitamente --> com -|- 0
tachou --> de -|- 0
tacha --> que -|- 0
tabellião --> divino -|- 0
t --> Tem -|- 0
sósinhos --> e -|- 0
sósinhos --> até -|- 0
sósinho --> é -|- 0
sósinho --> no -|- 0
sósinho --> Capitú -|- 0
sós --> na -|- 0
sós --> commigo -|- 0
sós --> com -|- 0
sós --> D -|- 0
sómente --> raras -|- 0
sómente --> que -|- 0
sómente --> os -|- 0
sómente --> este -|- 0
sómente --> enxugou -|- 0
sómente --> companheiros -|- 0
sómente --> Vendo-lhe -|- 0
sólo --> mas -|- 0
sóbe --> ella -|- 0
só --> á -|- 0
só --> viesse -|- 0
só --> vez -|- 0
só --> vadias -|- 0
só --> um,--é -|- 0
só --> tivesse -|- 0
só --> tinha -|- 0
só --> tenor -|- 0
só --> seu -|- 0
só --> serão -|- 0
só --> servi -|- 0
só --> reflecti -|- 0
só --> queria -|- 0
só --> provisoriamente -|- 0
só --> prima -|- 0
só --> possivel -|- 0
só --> ponho -|- 0
só --> podia -|- 0
só --> pela -|- 0
só --> pedir-lhe -|- 0
só --> nos -|- 0
só --> nisso -|- 0
só --> nessa -|- 0
só --> metade -|- 0
só --> mas -|- 0
só --> maluquice -|- 0
só --> mais -|- 0
só --> isto -|- 0
só --> imitar -|- 0
só --> imital-o -|- 0
só --> hora -|- 0
só --> ha -|- 0
só --> guia -|- 0
só --> gosto -|- 0
só --> geographicamente -|- 0
só --> faltava -|- 0
só --> executal-a -|- 0
só --> esta -|- 0
só --> escuras -|- 0
só --> era -|- 0
só --> então -|- 0
só --> entre -|- 0
só --> entrar -|- 0
só --> em -|- 0
só --> elogiar -|- 0
só --> e -|- 0
só --> dramaturgo -|- 0
só --> dos -|- 0
só --> do -|- 0
só --> dizia -|- 0
só --> dizer -|- 0
só --> dissesse -|- 0
só --> dessas -|- 0
só --> curioso -|- 0
só --> cumpria -|- 0
só --> creatura -|- 0
só --> conhecidas -|- 0
só --> conego -|- 0
só --> commigo -|- 0
só --> chega -|- 0
só --> casa -|- 0
só --> bilhete -|- 0
só --> bastava -|- 0
só --> atrevidas -|- 0
só --> apparentemente -|- 0
só --> apanhára -|- 0
só --> andando -|- 0
só --> alguma -|- 0
só --> agradeceram -|- 0
só --> achei -|- 0
só --> abriu -|- 0
só --> Tudo -|- 0
só --> Sentia -|- 0
séstro --> de -|- 0
séstro --> Alguns -|- 0
séria --> fitou -|- 0
séria --> e -|- 0
sé --> me -|- 0
sède --> de -|- 0
são?» --> e -|- 0
são --> uteis -|- 0
são --> todos -|- 0
são --> tambem -|- 0
são --> só -|- 0
são --> quasi -|- 0
são --> pretextos -|- 0
são --> precisos -|- 0
são --> pessoas -|- 0
são --> pesados -|- 0
são --> padres -|- 0
são --> o -|- 0
são --> neste -|- 0
são --> muita -|- 0
são --> mortos -|- 0
são --> mais -|- 0
são --> incompativeis -|- 0
são --> illustres -|- 0
são --> horas -|- 0
são --> faceis -|- 0
são --> exactamente -|- 0
são --> essas -|- 0
são --> enxugadas -|- 0
são --> em -|- 0
são --> duas -|- 0
são --> dous -|- 0
são --> deste -|- 0
são --> de -|- 0
são --> cousas -|- 0
são --> boas -|- 0
são --> bem -|- 0
são --> bellissimas -|- 0
são --> antes -|- 0
são --> allopathicas -|- 0
são --> aliás -|- 0
são --> ainda -|- 0
são --> agora -|- 0
são --> Como -|- 0
são --> A -|- 0
systemas --> é -|- 0
synonymous --> with -|- 0
symphonia --> Agora -|- 0
sympathico --> e -|- 0
sympathias --> a -|- 0
sympathia --> e -|- 0
sympathia --> do -|- 0
sympathia --> ao -|- 0
sympathia --> Caminhámos -|- 0
sympathia --> Ainda -|- 0
symetria --> de -|- 0
syllogismo --> completo -|- 0
swamp --> our -|- 0
sustos --> nos -|- 0
susto --> é -|- 0
susto --> que -|- 0
susto --> nem -|- 0
susto --> e -|- 0
susto --> Fui -|- 0
sussurro --> vago -|- 0
sussurrei --> a -|- 0
sussurrava --> as -|- 0
sussurrava --> Oh -|- 0
sussurrar --> alguma -|- 0
suspirou --> lentamente -|- 0
suspirou --> emquanto -|- 0
suspirou --> e -|- 0
suspirou --> depois -|- 0
suspiros --> podiam -|- 0
suspiro --> ou -|- 0
suspiro --> Tem -|- 0
suspirava --> Uma -|- 0
suspirava --> Talvez -|- 0
suspirando --> eu -|- 0
suspirando --> as -|- 0
suspirando --> O -|- 0
suspiramos --> de -|- 0
suspensorios --> e -|- 0
suspensorios --> com -|- 0
suspendeu --> elle -|- 0
suspenderam --> o -|- 0
suspendendo --> o -|- 0
suspendel-a --> Prima -|- 0
suspeitou --> naturalmente -|- 0
suspeitavam --> de -|- 0
